media_item_id,create_time,mime_type,source_filename,target_file,status,notes
AGpyBSaqSFvECZc-f_S_LC7Q9iJbaOVNkG8y2sUBeRI2vwfYjW2Y6rLeR90QJ_JhqOgc1OlPnW00II1CHAWuJx0BnG54c9qu2A,2026-08-02T07:13:57.297Z,image/jpeg,20260802_121357.jpg,20260802_121357_gp_54c9qu2A.jpg,downloaded,
AGpyBSYWSrs00b5YxTmFJ410z43KovzAY_tEuYIBiTPGQH0h5FAaHmwh1xCvNTFROaxlP9xm64Jr6S2-jUY9jxa3GqBTJcCLzQ,2026-08-02T07:13:35.230Z,image/jpeg,20260802_121335.jpg,20260802_121335_gp_BTJcCLzQ.jpg,downloaded,
AGpyBSap9dITV_yh-5ELC6eh-y3rCmrgAEtxYbhjinemXk74Dk-xAQmdULAZNos3u9SOU9To84eVHjS6LMy6V9ZTNFimxd3umw,2026-08-02T07:13:15.593Z,image/jpeg,20260802_121315.jpg,20260802_121315_gp_imxd3umw.jpg,downloaded,
AGpyBSZHte4EAH4N78k-XBaw5wsrJlWlN3ixz05ebT82FPxBmxYALAAaEPG-YwtIEIA1r7OS8rJuoUx8e6OACSbUUx14I3gJyw,2026-08-02T07:12:51.946Z,image/jpeg,20260802_121251.jpg,20260802_121251_gp_14I3gJyw.jpg,downloaded,
AGpyBSbKwt9JVMQDFhCYMnfm-VdB8XRSqMVDsfDJ_dy8gcPlohcZrJxmwZ2kFDs-F8VLzaIh66AYMuiKb4DlKbBb8Fp9l_cwMw,2026-08-02T07:24:14.708Z,image/jpeg,20260802_122414.jpg,20260802_122414_gp_Fp9lcwMw.jpg,downloaded,
AGpyBSYpySxyNTbPBkRglBKpNOcd9A_Y3iOjutND-SxVui5Czl_oZcz6n_3kieflmv0eMjP5Y-Yjm2GOkFFKImxA5B4BGhxe7A,2026-08-02T07:24:02.412Z,image/jpeg,20260802_122402.jpg,20260802_122402_gp_4BGhxe7A.jpg,downloaded,
AGpyBSa2FH9TIbyHyfK_7svOZ8JGbMCOdbpXmJrlDht87jbjxcYns3aIGyYkKwxn_Dzr3fbrl4G5KUn_sQzwJE6GjfgT43YL0w,2026-08-02T07:14:21.837Z,image/jpeg,20260802_121421.jpg,20260802_121421_gp_gT43YL0w.jpg,downloaded,
AGpyBSahD0BQUt2HFvioKrCRgDh7x_ybbm_pEFiK0Ut3SCTZF9cVMVmIrZz-XCrCv2ZOGFRFrGeJy-nEXWXqWtb6nMk2Hr70aQ,2026-08-02T07:13:47.509Z,image/jpeg,20260802_121347.jpg,20260802_121347_gp_k2Hr70aQ.jpg,downloaded,
AGpyBSYIRHnHfx0XewZx3YUjenGCa3yOBH0KEoUva9_p1jlrsXuVZA8vhRiV17x9VCdyqz2SiOvybhZid-jUs_B8ufsziiQLMg,2026-08-02T07:13:20.262Z,image/jpeg,20260802_121319.jpg,20260802_121320_gp_sziiQLMg.jpg,downloaded,
AGpyBSaVG144zm8pRqKTUMOb5L-Vidrxp3FG5PdmUJemXESFHZ7Qw81WZOQNzUFmVWDj5fS6JFwftBi6zEaTmPLn-kjD9H5Nag,2026-08-02T07:02:20.789Z,image/jpeg,20260802_120220.jpg,20260802_120220_gp_jD9H5Nag.jpg,downloaded,
AGpyBSZMBM_tNxfAKsGZmgFkwH8fD4B-4rLySxjE3SHsC5tVxgNk2XfGVG-iGpMsGscPSWtNszOPUAdtF_wBNj4TCZAHwC1qEQ,2026-08-02T07:24:52.299Z,image/jpeg,20260802_122452.jpg,20260802_122452_gp_AHwC1qEQ.jpg,downloaded,
AGpyBSYdFLHq1wSfALMgSH1MyEAFFACLCMZmuzWeNYoyRIeP_UXcZHqU0wS2w03x3DMKmwzVrhixfxDMbmmHIzF-Q1APOfsZEg,2026-08-02T07:24:42.228Z,image/jpeg,20260802_122442.jpg,20260802_122442_gp_APOfsZEg.jpg,downloaded,
