media_item_id,create_time,mime_type,source_filename,target_file,status,notes
AGpyBSbVlVo5g3lym7oVLpkKM9_NK1zjS0fthZk7_E1tqCbBnjeeZzf1Eey03-8wC_0mM6e4e4pqkWePWHvlu9ZEB2k5JUobdg,2026-05-23T16:57:42.063Z,image/jpeg,20260523_215740.jpg,20260523_215742_gp_k5JUobdg.jpg,downloaded,
AGpyBSbTRkgQx6yiwZMjCT3fbYySeN5XIlq_JtR51aNkRfEDdkRmA6uaz1b4hyybsVYbxhNKl2_99UcHIxHlBMoHl4MnEIyxVA,2026-05-23T17:37:33.004Z,image/jpeg,20260523_223730.jpg,20260523_223733_gp_MnEIyxVA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaSQOBsiR7oRb9oBeVChMOEAOAjKBKASuIukJXq7qekZx-x0jNmNY6JeVybs9nbVnmId9tEFSFD0XtTb9kIavFfANRAeQ,2026-05-23T17:37:17.048Z,image/jpeg,20260523_223714.jpg,20260523_223717_gp_FfANRAeQ.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSb33HdTYUrVXmGtMrPa4OEHtJyl7c-lU9hWeKvQrJCwMbhU7-EQQh8kDvNUxvGOeuuVrD1BLrFtm1zgAQYJxJYX_nfgoQ,2026-05-23T17:37:05Z,image/jpeg,20260523_223702.jpg,20260523_223705_gp_JYXnfgoQ.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaFYW2PWRN6Ik5RxiZIXImu8r2uAlgS7ZpltrL2R9iIAdQejiWX5MVHBlFNpXF3HTUzcKQmUX0skTfF2aivff6ReoLC-g,2026-05-23T17:35:18.018Z,image/jpeg,20260523_223515.jpg,20260523_223518_gp_f6ReoLCg.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSbWqi4WgRuxDb3XLO9xTwQ30SfgEH8JOnRuuiZBXPd1rvcr6qTw4RPBW-go3gzydk8HnZ6o1jBYMj5k0_l4XmF0FomIPA,2026-05-23T17:35:04.003Z,image/jpeg,20260523_223502.jpg,20260523_223504_gp_F0FomIPA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSbHxl0SBrIUIQDCmNaFsZ0oCdPWGdjYYuL_1490470Mb5jk3dqlNLcrVS-tHvB-kyJ1Z1ZnfrHFMvK4upNV0JfMBUKOUA,2026-05-23T17:30:49.045Z,image/jpeg,20260523_223047.jpg,20260523_223049_gp_fMBUKOUA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaeXc29jsf_g0flSra74jocnxeP56-r5aDT-TXZ7AjVO9oAzby28NM0ZZyEGyhOkZT2WZSjRHe9EUbopwZW7u8OUV7efg,2026-05-23T17:30:12.095Z,image/jpeg,20260523_223010.jpg,20260523_223012_gp_8OUV7efg.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSY4QfGSitnLcsxQGldyuF7eYwFuQZdC1WVGFZ1lN5lWy36IHNG3Vp0JK2qvBOllZhmewP0nwdrZ9B3LEG-vaP8284Aubw,2026-05-23T17:29:39.011Z,image/jpeg,20260523_222935.jpg,20260523_222939_gp_8284Aubw.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSbY9RNbZ0olv_Gds2PoqmoTS3FQ9SENqmegrfUGjkWxoTCmC8ckp9uT9-cmwafBbg8jue4Y07Oi0TPRyz2n-iJ1g4JmyA,2026-05-23T17:40:42.002Z,image/jpeg,20260523_224038.jpg,20260523_224042_gp_J1g4JmyA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSYNcC4zNiHZwpHEOJ6_lLiEktDt3EA4x8JxwP5Dy2bzd-DLa9KqNTZjiSEwlVUKThi7YjrbTyNNRHyf4bEU0enZMVhWQg,2026-05-23T17:29:23.083Z,image/jpeg,20260523_222920.jpg,20260523_222923_gp_nZMVhWQg.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSZRNVcldhgDTXI4F4aixrgNGjAjgArHEsKsXZTIWMQonAtR1n-zpd_Jgk2k-s9xWxD5Q2viKFy_fCHxIXimw_EpoF4CwQ,2026-05-23T17:41:01.032Z,image/jpeg,20260523_224058.jpg,20260523_224101_gp_EpoF4CwQ.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
