media_item_id,create_time,mime_type,source_filename,target_file,status,notes
AGpyBSb2OUEZm-7m2bzwc2x5EWs4bDDos83kI2kmNYK26cq-EdAuYIomkYpEIlFkxHdDE1YFR87uMtrRyu1zGuHp1KDdhu3qng,2026-07-22T20:51:00.325Z,image/jpeg,20260723_015100.jpg,20260723_015100_gp_Ddhu3qng.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSYu_I9d8V0hV8VJwRGb6mpsf8N1cjBgCFgtytEsNJv00pbByqiIaW_UcMLqNF4IZm_AsYpEyArSXYqaWLDnaf9fHkJwAQ,2026-07-22T20:52:22.471Z,image/jpeg,20260723_015219.jpg,20260723_015222_gp_9fHkJwAQ.jpg,downloaded,
AGpyBSZdobz90zQrFduGiAl0CflnClUpMpFX0gU4jSwGbaYTZfiYEVzcfCSyruYg_5e9_tOEmoAf1pgUFuGsiSnLWaw7QOMLbw,2026-07-22T20:52:57.948Z,image/jpeg,20260723_015257.jpg,20260723_015257_gp_w7QOMLbw.jpg,downloaded,
AGpyBSYzVoD3KcYEmgPQ4NdYnt0aJ4nNAhVNc1b5sVWw5rbuBv8o0n3PYFBK1UtNRdhnzOhu1YI9O33JOsdZ30kMZQ6xzjSmhA,2026-07-22T20:52:30.648Z,image/jpeg,20260723_015229.jpg,20260723_015230_gp_6xzjSmhA.jpg,downloaded,
AGpyBSaLWoSawemWN-VGdfWtmjCbqfQ19W2alTtI0YDqwmhJ8WAdEHsEksvKv1Y8LTMJmXfnnAmE6rydvNQzo4B9QW4a43AawA,2026-07-22T20:51:10.080Z,image/jpeg,20260723_015109.jpg,20260723_015110_gp_4a43AawA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaAY7YEFZXR2A14K0FrlR-t4GGzI3iDY1W8iyFn4a6ALbqt4GTIQ2qygtDARhmjJSSAbizFJCL-1ck3pB2f_gVKMKGb_w,2026-07-22T20:51:04.548Z,image/jpeg,20260723_015104.jpg,20260723_015104_gp_gVKMKGbw.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSbbqT1E9A69LhoEnDY-rVqKm6UVOLxfmYmazw50z9pyaTNpYvHV_wiA5K5ShfHfH0Y9avL0HLPqpnACiQPyGqopK7-wmw,2026-07-22T20:50:54.048Z,image/jpeg,20260723_015053.jpg,20260723_015054_gp_qopK7wmw.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSamr7Bhx13Hk5hwQ5acERsbXQpQtcjLfMcbmA-IoCRjHwN82GUG-l5WxBuu3Vy3yjkryUJja3CCjdc6TZ_nMf6p0esrng,2026-07-22T20:50:49.417Z,image/jpeg,20260723_015049.jpg,20260723_015049_gp_6p0esrng.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSZLtZhWci-D0kqEBiheMM4aDgY2eIctV5hWP0AGIsOxwyWKI5ayjrib_xtxqT5OUprUSToHQCTxUJ3zoIUDpDWgIPqcIQ,2026-07-22T20:48:55.384Z,image/jpeg,20260723_014855.jpg,20260723_014855_gp_WgIPqcIQ.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSbvzzm2E7kXfvYYewb_iBi6-mBu8UDdvBIA5-roPe1GFHToKmSqVHD6EYwxaBXHdlahePLlICIP2srZAIMsw88BN3n86Q,2026-07-22T20:35:11.936Z,image/jpeg,20260723_013511.jpg,20260723_013511_gp_8BN3n86Q.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
