media_item_id,create_time,mime_type,source_filename,target_file,status,notes
AGpyBSbfTuHDAs3Lnes9bxvLRV1Yr1vWPhqd6N6bxro1KHaAvcgk5LF7AzQMWMR8FVHPqaXnq3205OFfAMehGuk5Bgq267TkIw,2026-07-04T18:15:47.009Z,image/jpeg,20260704_231544.jpg,20260704_231547_gp_q267TkIw.jpg,downloaded,
AGpyBSa8-ELMybzLngEC_Ouj5UhMtjReuzPnALSTaJk-V6fSVsvE8llG0zfxNThonqbgnLMtHakOkOWd7XOgMlTIChHfVx9cMA,2026-07-04T21:30:10.078Z,image/jpeg,20260705_023009.jpg,20260705_023010_gp_HfVx9cMA.jpg,downloaded,
AGpyBSaGFQ5lAU_RvYAT5bDOcbFFiJFHyJ1dbF6Z8I1B2YU6q9MOjrrbyEFt2CjB1Kq-fI6ALo2X1CesD_2pgVcoxf0UgIsT_Q,2026-07-04T21:26:45.068Z,image/jpeg,20260705_022643.jpg,20260705_022645_gp_f0UgIsTQ.jpg,downloaded,
AGpyBSbtn1-vNMscKS20xcwDLKwburv6G10JLl3K7JILRC88XpgTcs6rWuN6QP6_Zy_K99OU-o94t5E9A7RHFfwJa7aSZ3Pygg,2026-07-04T21:26:34.030Z,image/jpeg,20260705_022632.jpg,20260705_022634_gp_aSZ3Pygg.jpg,downloaded,
AGpyBSabmTp42lZCe9e6tcMuA5Db50Qla2HoRS0dc0WKWaE4NGVtWFmrOEwhTUoHC8gOl_xz7t5U-Bsj7wZajFR129l4YDm1vg,2026-07-04T21:26:26.049Z,image/jpeg,20260705_022624.jpg,20260705_022626_gp_l4YDm1vg.jpg,downloaded,
AGpyBSZYqFLTohpt5XiQWcGQzfgizOaXQEa8kmQSheVxXykedkPp56WxMS9Jz876sNjDUwodfChDvB7T1Vvzn-P--bx0hLqU_A,2026-07-04T21:26:17.075Z,image/jpeg,20260705_022615.jpg,20260705_022617_gp_bx0hLqUA.jpg,downloaded,
AGpyBSY7zfzep0cEA7N0AwZLSc9HKDhb22BuAWSgN0KeHIfGCwvnijJahNrr3ypiqdVldh8tomIEhtyvqJOzU5eO1jIRGHnYxQ,2026-07-04T21:26:07Z,image/jpeg,20260705_022605.jpg,20260705_022607_gp_IRGHnYxQ.jpg,downloaded,
AGpyBSYq5qrynne7Ru3mM8xeHveCcEicDFwO92j-F82Sz6lclfCiCRSurzrFZ-lMN4YFGiZib2plTFMVAVTn7P8YpYYyIEayQQ,2026-07-04T21:25:59.058Z,image/jpeg,20260705_022558.jpg,20260705_022559_gp_YyIEayQQ.jpg,downloaded,
AGpyBSYvj-ucJmVkH0ZkoCtMi0wXajnJi8T9Ze-1d9KeiRYOhoKFN5SudULxXTSAEairU5SB3Qn4J_Vb6y-q46mOW9Fgy5X7pw,2026-07-04T21:25:44.090Z,image/jpeg,20260705_022543.jpg,20260705_022544_gp_Fgy5X7pw.jpg,downloaded,
AGpyBSbDXQzfnyn3HK8yt70nzbHM00kJOnz9QoNKhN5JgltDPQ2B9pdN0DRekrLs0ZuAM4bkYr9u0ucOcAD88qF4Rqg75wJmWQ,2026-07-04T21:25:34.069Z,image/jpeg,20260705_022533.jpg,20260705_022534_gp_g75wJmWQ.jpg,downloaded,
AGpyBSZbIO2VEuIreKlocaiqbyvB62FVrAQq7d0rZXK52nvAoVLHZCIt4XSiIA6uog7pTIhik55DsgxOX8ruNCTBPC4dTxGAwA,2026-07-04T21:25:24.043Z,image/jpeg,20260705_022522.jpg,20260705_022524_gp_4dTxGAwA.jpg,downloaded,
AGpyBSZDMF6tAmG64vRQlkK4Wfbt5tyfouYo-N8WgRicPf66tWNkACPvzUJpc7BMa7mBSqRcL3KZbJSz9yLx6gyCB6eApLw4Zg,2026-07-04T21:25:16.016Z,image/jpeg,20260705_022514.jpg,20260705_022516_gp_eApLw4Zg.jpg,downloaded,
