media_item_id,create_time,mime_type,source_filename,target_file,status,notes
AGpyBSY05PwkNoXnQAao4LMmlKMnz0vN63RWfwf1P1xZU__SI_mlecKp3pDGPVxcQuO9OcKYZ7Nul65ugU_YT0UBCQcxEZbZoQ,2026-04-21T19:42:57.457Z,image/jpeg,20260422_004257.jpg,20260422_004257_gp_cxEZbZoQ.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSa5Wzl-M7f-z_DF_he-CbgMHVuJIiskvXhyI97VoBxPj08TOIFfCJR9SnwKV_XO0mUNJbKljtABUk2JylWB3b2iBbUagw,2026-04-30T16:59:57.018Z,image/jpeg,20260430_215954.jpg,20260430_215957_gp_2iBbUagw.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaNC98B4czMCvPYOZKQx2-LvgskxZkD-PXIVuH_KQZyr6Qf0dSmAjpzCZUSTpXW8d77lmEHG9md74XFdZC2YyEllBGvXA,2026-05-01T14:43:05.002Z,image/jpeg,20260501_194302.jpg,20260501_194305_gp_EllBGvXA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSY-cfUGkNDCi18vxRuQbecpziLiCjOeycY203-XFTJ67qBnxyW57jUT2msmsz8_4VM5sGhkwyFotlrovqyvr9MfvBNVYQ,2026-05-03T10:33:50.089Z,image/jpeg,20260503_153349.jpg,20260503_153350_gp_MfvBNVYQ.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSZIT3tnfLGwLmOfP7FUFIY9YfCHnebt3Q5H6r0shisudkE2MKn09FJ_2dNsqse041TslJlGzUoYyEfRTa7uwGMkI6uZkA,2026-05-12T02:28:17.069Z,image/jpeg,20260512_072816.jpg,20260512_072817_gp_MkI6uZkA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaXZpRCux-dZOqKoHX_M2N4HpN4yMj4oqOrCxIX1j-Vtz04VBzahOvLuD_sIAuPmgmZah04K3TPr2t7PtAWObNi1EUf4A,2026-05-14T04:59:07.077Z,image/jpeg,20260514_095906.jpg,20260514_095907_gp_Ni1EUf4A.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSYoJg7eMmrNRiUhrbDE42cN2VmTHBiuPESpTGZwmnjjU7ZT2EmW_0ERw_1LP7ka6uOK-Fq_q6633wtQ586wjDvjZG4NtQ,2026-05-14T04:58:56.035Z,image/jpeg,20260514_095855.jpg,20260514_095856_gp_vjZG4NtQ.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaNAJTph6vYtf1wujaFBX3A8bjV3b9YxIvbf17vGX4ck3g6bSq6kCBxpjjzBQFXDQVvf0dc7wiFD5X4RUUAvLa9olRp5g,2026-05-14T04:58:46.050Z,image/jpeg,20260514_095845.jpg,20260514_095846_gp_a9olRp5g.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSbmptZ0dhbaYOkYtWQtc7RZMk8kyUp_UXFqYLfCbLiVn-X1d9wtRxqmQrXlqAmwQIZl60TfsD6AkCyDyZiaAKtmRy9fqg,2026-05-14T04:58:36.097Z,image/jpeg,20260514_095835.jpg,20260514_095836_gp_tmRy9fqg.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaslx7to1BxmsAVga52-kiZ0K_wFA8E8sMXWaRQhkb62w3MGeuE0RW7unAm6-fFt-71EF-TaDWheH_35gbrjzCsn9ztFA,2026-05-22T16:07:29.094Z,image/jpeg,20260522_210727.jpg,20260522_210729_gp_Csn9ztFA.jpg,downloaded,
AGpyBSbc4GAxLCphWu0ZAk-OryYRbkYoo-dOv9mEgld-tV2q-2IUbHPz8gwMy1tFdiJuajOK1-QmWdQOKcRT84KNxPeRcLMeyg,2026-07-11T20:13:32.066Z,image/jpeg,20260712_011330.jpg,20260712_011332_gp_eRcLMeyg.jpg,downloaded,
AGpyBSaLWoSawemWN-VGdfWtmjCbqfQ19W2alTtI0YDqwmhJ8WAdEHsEksvKv1Y8LTMJmXfnnAmE6rydvNQzo4B9QW4a43AawA,2026-07-22T20:51:10.080Z,image/jpeg,20260723_015109.jpg,20260723_015110_gp_4a43AawA.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSaAY7YEFZXR2A14K0FrlR-t4GGzI3iDY1W8iyFn4a6ALbqt4GTIQ2qygtDARhmjJSSAbizFJCL-1ck3pB2f_gVKMKGb_w,2026-07-22T20:51:04.548Z,image/jpeg,20260723_015104.jpg,20260723_015104_gp_gVKMKGbw.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSbbqT1E9A69LhoEnDY-rVqKm6UVOLxfmYmazw50z9pyaTNpYvHV_wiA5K5ShfHfH0Y9avL0HLPqpnACiQPyGqopK7-wmw,2026-07-22T20:50:54.048Z,image/jpeg,20260723_015053.jpg,20260723_015054_gp_qopK7wmw.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSamr7Bhx13Hk5hwQ5acERsbXQpQtcjLfMcbmA-IoCRjHwN82GUG-l5WxBuu3Vy3yjkryUJja3CCjdc6TZ_nMf6p0esrng,2026-07-22T20:50:49.417Z,image/jpeg,20260723_015049.jpg,20260723_015049_gp_6p0esrng.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSYtf2ZdvRRLEIiS0heUJYwJFgc2_eh_eZA7hHbaej9E__Y35gjY-ykVMrZKuI3UvhMpUzefIVdiVuKZrYRSXirSLoiGNw,2026-07-22T20:30:50.656Z,image/jpeg,20260723_013050.jpg,20260723_013050_gp_rSLoiGNw.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSasNYleIfT1fCndRqc9oz4cyXt8tUc-zfB2t_0-4sQKzaWGiSdoyaxtakmEMFEoxGxOjHADXm-dIcQs6EBEnul8ZqIJ6Q,2026-07-22T20:30:33.226Z,image/jpeg,20260723_013032.jpg,20260723_013033_gp_l8ZqIJ6Q.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSYJzGlVA_og_1gwnPVCyI6dVCiKcZVDM5BzWhXtuYBET-z7auotaSReW6fruUou3zbEHNAC2ntn9pHq6TIXIDKwkjc7bg,2026-07-22T21:49:50.054Z,image/jpeg,20260723_024949.jpg,20260723_024950_gp_Kwkjc7bg.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
AGpyBSYNAuzkLJ35o_UgznC-TVFI4kZaZbVppCFsIwsnaziQk7nu0x286mHyl_QvyiHcwou73NMXFavguKEsOPFz6UXyosHiqg,2026-07-22T21:49:40.037Z,image/jpeg,20260723_024939.jpg,20260723_024940_gp_XyosHiqg.jpg,skipped_already_imported,Media item ID already exists in import history and target file exists.
