media_item_id,create_time,mime_type,source_filename,target_file,status,notes
AGpyBSZ97z2m5WjNipEltD9dA3Y2rok-OTRF0pPdIei_3_mdK1M1ieJ2Rq7X6ST57nFG4yj_6ftQbBFqEqb8SXMH-1HSrKmfzw,2026-05-03T11:04:27.029Z,image/jpeg,20260503_160426.jpg,20260503_160427_gp_HSrKmfzw.jpg,downloaded,
AGpyBSbr1Ou9ScpGDvfUqALIm7PSDAVM_OQ-ZxaCyzN9kX8Nr5OkmpByJKi5z7YCo32KTGwxbZ-5RktaVJ3mLMl4hGsFtQuWNQ,2026-05-03T11:03:27.019Z,image/jpeg,20260503_160325.jpg,20260503_160327_gp_sFtQuWNQ.jpg,downloaded,
AGpyBSZQwI-R3WFR9qxoh69QAM9RHqHCfpV-N77cI9vbQFY8gqwObxtwHBLP7C5TuafsO1vJkBpH9pGsCcr4c6npFmml0C9cxw,2026-05-03T11:02:15.078Z,image/jpeg,20260503_160214.jpg,20260503_160215_gp_ml0C9cxw.jpg,downloaded,
AGpyBSaqRhS9CYBAPcexTk-4Ji99nD-bkUPhTVEEkvIFsE_1bY15XESx5hCDbQNdAJtnsWDBNQ0W0eLslxM383f9V943b3TblQ,2026-05-03T11:02:07.010Z,image/jpeg,20260503_160205.jpg,20260503_160207_gp_43b3TblQ.jpg,downloaded,
AGpyBSZqxpGqH7nznermZ05hjAJc7YstXcdUNQbRpD14zbiLXXBEt0lcBT4b8l73eGMeK1gdoWlqScLJDPu3yA_tzeWV3kr_tw,2026-05-03T11:01:12.097Z,image/jpeg,20260503_160111.jpg,20260503_160112_gp_eWV3krtw.jpg,downloaded,
AGpyBSYYAf4amWU7eCLz_fEy4oR-a4nnrhrwMmpwFuvbGrKJ1zs4H2qLWICOFDkJj3GGpnqbomPTiB0Q1eLjpW6tcDHBcJ3Ipg,2026-05-03T11:01:07.002Z,image/jpeg,20260503_160105.jpg,20260503_160107_gp_HBcJ3Ipg.jpg,downloaded,
AGpyBSaPYzYxONuSA4zFH5msURMq7NxpBByAXtLXfffiTstu1qrUJj7P-5X1Z1Yv23HM6TDQ56sRM8y1clG_dbgzLVL1ESg-KQ,2026-05-03T11:00:57.081Z,image/jpeg,20260503_160056.jpg,20260503_160057_gp_VL1ESgKQ.jpg,downloaded,
AGpyBSbbiG2FTyUl2UW7Mi2dnCQz0XwhGGQrbHL0P6kzpbu1onsU5KVME6mtxBw4gkkaN0PJByE0osS-VNcBvXE61G3aBjHmzw,2026-05-03T11:00:50.002Z,image/jpeg,20260503_160048.jpg,20260503_160050_gp_3aBjHmzw.jpg,downloaded,
AGpyBSbjRXJtatZ2b166rR2OAQekcrd1VgiKzi0_8jwbKOLU9P9Zt4pw-fpmU6hQ8SKnsDlLhxgs1Kr8Ht2KrlPlG79F5ZH8kQ,2026-05-03T11:00:10.012Z,image/jpeg,20260503_160008.jpg,20260503_160010_gp_9F5ZH8kQ.jpg,downloaded,
AGpyBSa0VECAqaV9xOwHSnlS1JD6DzuOkdeDb-xfos7vOmWr_yI2A4S-DgyV2xSeTE67JnftXcZ4JocMgE8N6e93urP4xfMJzw,2026-05-03T10:59:56.070Z,image/jpeg,20260503_155955.jpg,20260503_155956_gp_P4xfMJzw.jpg,downloaded,
AGpyBSZOARCHpVFLn9XNTVnpHU_CUbssJtOZJXnDLCP8e99_JCwqwDvyDeLRjGdkBlLsyGFhsLqQI2GbgOOOekz8SZQ-txQutA,2026-05-03T10:59:28.022Z,image/jpeg,20260503_155926.jpg,20260503_155928_gp_ZQtxQutA.jpg,downloaded,
AGpyBSa2RAxUDckvKhhZLpIU4IUJKbsRJnodGkJlAE7nEe0Ntr9n5l8rIyjcM5aB8_owwDEE7o3RGOHQTjtsYBHbqSHrzr_eNA,2026-05-03T10:58:32.008Z,image/jpeg,20260503_155830.jpg,20260503_155832_gp_SHrzreNA.jpg,downloaded,
AGpyBSbcVx9bWnFthi1HLaaRXfpWyWge0o8kTNhHG_XgVLP8ATv0ffx7WokA2HIRsduBZrfDspkzGWlLzhPi1mzE7IGvgy4PXA,2026-05-03T10:58:25.095Z,image/jpeg,20260503_155824.jpg,20260503_155825_gp_Gvgy4PXA.jpg,downloaded,
