media_item_id,create_time,mime_type,source_filename,target_file,status,notes
AGpyBSb6zyD7Ct51Mg-qQsWJ2jW941ms9YfZmidBcm1TK0HifixOUU9yMSnfW5d1xIHt_Aot6YqRWyduid4Uhj4vzQgo5dJG6w,2026-07-10T05:34:34.648Z,image/jpeg,20260710_103434.jpg,20260710_103434_gp_go5dJG6w.jpg,downloaded,
AGpyBSZTYzojEP8VB2gxIs0nIydoX2Uygh8mrVu-0Tq7T1DDIgvSwR_mEG_kFIOiWPlUzK3MrF6xuUwW4TcU7kK3wXAb1ltlRw,2026-07-10T05:34:24.010Z,image/jpeg,20260710_103423.jpg,20260710_103424_gp_Ab1ltlRw.jpg,downloaded,
AGpyBSauxDFvEkCm6k6X2A0k8255_Xd_V3R6eo7lUMhdF3inDTPnf5UnFqVHSu_kuOb8ENdduqDQGmI6yob0pjfTfi_tRdwi_g,2026-07-10T06:19:22.424Z,image/jpeg,20260710_111922.jpg,20260710_111922_gp_fitRdwig.jpg,downloaded,
AGpyBSZPZR1DW99PlZtpfLPqy6SvI3OVGDuRx_L9xOZAhv37k-NlP0EnLr8R4LEt0fupVTsVZEH8qWInz9NcXLuvd3wjJFiGHA,2026-07-10T06:19:09.799Z,image/jpeg,20260710_111909.jpg,20260710_111909_gp_wjJFiGHA.jpg,downloaded,
AGpyBSYSsZCkisQy3G-zNPiOp_X71ws4tnAaWsqKGiRETiaak57mPXYmTocr19jg6qQenFL_-fm8jsN2YHaoPhFSuy-tcZloOQ,2026-07-10T06:57:30.891Z,image/jpeg,20260710_115730.jpg,20260710_115730_gp_ytcZloOQ.jpg,downloaded,
AGpyBSZf4hrajDBwhTW22TvN2SGRL-6o0_ToFOBbKxXqxQWQI0bbqUbZe8FkNJwjI2TaW4HNueKcZPvA2NuhPRaGzumPuwEjYw,2026-07-10T06:57:25.002Z,image/jpeg,20260710_115724.jpg,20260710_115725_gp_mPuwEjYw.jpg,downloaded,
AGpyBSbXgRIDtvew5CCBi3WjkRh5HjeYvoerON3GOXOkp2PkbUauOTvQ9kYfOCh0ACD5Xii8DQIDUeSE32rT2gEsXrYq-myWUA,2026-07-10T06:57:50.145Z,image/jpeg,20260710_115749.jpg,20260710_115750_gp_rYqmyWUA.jpg,downloaded,
AGpyBSZKwQCc_iNXRy-6oDjcESe-cLL91sa2RCeIxtLLh5TlBVs2XZuql7Q5dW-HaegYw0BOibLEOzBdT003IumUKWMDUdgp_w,2026-07-10T06:57:09.349Z,image/jpeg,20260710_115709.jpg,20260710_115709_gp_WMDUdgpw.jpg,downloaded,
AGpyBSb5DxxQseqhdfUhELwS5ctl1mvBTCizR1kS2FBVgOsOUzXwUt1OHLueMlstfouOWB1xy2_o-xmh8eGoNtH6B14r1-T-NQ,2026-07-10T11:46:46Z,image/jpeg,IMG-20260710-WA0062.jpg,20260710_164646_gp_B14r1TNQ.jpg,downloaded,
AGpyBSbrodURWPiHAN61hKesH21p9bv-dTCW8s2GUL-7uhrqgwDhoqq3RJzPGDL4QW_TD1gSZruLAP2pFf0Bw5wZAMLStiDaCg,2026-07-10T11:51:19Z,image/jpeg,IMG-20260710-WA0068.jpg,20260710_165119_gp_LStiDaCg.jpg,downloaded,
AGpyBSZP7tYYrhiot5jN-Pw9C-I26W6x7_wK-T7_hnfHtjY6SlQk3T-cfRxXh4ZzvaqU6O0R_EwKV-_1p-nMlogtFUfl9SjL8Q,2026-07-10T11:48:06Z,image/jpeg,IMG-20260710-WA0067.jpg,20260710_164806_gp_fl9SjL8Q.jpg,downloaded,
AGpyBSaFVXhLdeWGpk5DZnwanr5ql1amLLVIY7oXwnAms_i8wF3bVwPe_F-L4xhS5OK4wJd0ZvwNhqKYZtFSxXVGMOUBVIEcRw,2026-07-10T11:48:01Z,image/jpeg,IMG-20260710-WA0065.jpg,20260710_164801_gp_UBVIEcRw.jpg,downloaded,
AGpyBSaWxYGRTmPVmarBhPepWgaqUHOyWqflYioXKrVvvyue2Xtp-WpjFbjyriJZEnVwIPSAeoHC7ywevUH3K5gCEHbIgLuHVw,2026-07-10T17:27:18.481Z,image/jpeg,20260710_222717.jpg,20260710_222718_gp_bIgLuHVw.jpg,downloaded,
AGpyBSZATjIbod7aI1yTpBt0O_AcHTj8LjkIzDODIO_TWNpM5tSo_meg7VAkbjyvJ86HfIB5iGmdLPLDwd5wXzYLfhv6AjWz1A,2026-07-10T17:30:09.018Z,image/jpeg,20260710_223008.jpg,20260710_223009_gp_v6AjWz1A.jpg,downloaded,
AGpyBSYmNaCv1NjY5UtrPYu6TCJiXm7ZMohB_XeSBOZnsGvjTF9cOhNlAUy4cGbSQ8dZ9Jj0oWbwhWQeFOsgYZMxWPoVmWQ_Pw,2026-07-10T17:34:01.020Z,image/jpeg,20260710_223400.jpg,20260710_223401_gp_PoVmWQPw.jpg,downloaded,
AGpyBSZTa6J4ERxlTfPxKOKF4pO_2PNP3XBzHlbZhKELPxBthaYu52IwNYSI2tr7aK3fQnV6bjahyQbu5xYDHWe-fRRgUvwq5g,2026-07-10T17:35:57.581Z,image/jpeg,20260710_223557.jpg,20260710_223557_gp_RgUvwq5g.jpg,downloaded,
AGpyBSZpiv4d0Q-N-a08vSjQixsMPFZ1fJPtMluIfH5JcG-4bGdTzWpM0RUDza_rgNCjl_NQO7fL5LdIpglPO5k2gVfSkEXeCg,2026-07-10T17:40:45.328Z,image/jpeg,20260710_224044.jpg,20260710_224045_gp_fSkEXeCg.jpg,downloaded,
