channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19e820f41e138f76,2026-06-01T07:18:11Z,supplier_communication,receipt_payment,Powerhouse,"We’ve missed you, David. Here’s something special",PowerHouse Express is ready whenever you are. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ,,0,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse,delivery"
email,19e821c593f7ce02,2026-06-01T07:35:54Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e83011c52fec8c,2026-06-01T11:45:47Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242695068680938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242695068680938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242695068680938,3194,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e839823aa264af,2026-06-01T14:30:41Z,project_update,shipment_update,Alibaba,"Hi David, source items with fast dispatch",96 Discover fast-dispatch items from popular suppliers ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=land cruiser,delivery,dispatch,order"
email,19e83ff50c33293f,2026-06-01T16:23:26Z,product,order_quote_tracking,Aliexpress,Safer security deals now,"96 This week's must-haves ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ . Popular PKR115,450 . . -50% PKR2,084 PKR1,",PKR115|PKR529|PKR256,115450,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress
email,19e845e2066cb973,2026-06-01T18:07:00Z,project_update,shipment_update,PakWheels,Your shipment is on the way — Track your order #1075298,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Great news! Your Order #1075298 placed on 25 May 2026 at 01:53 has been shipped and is now on its way to you. We appreciate your trust in PakWheels AutoStore and hope you enjoy your purchase! 📦 Shipment De",KI7535728645|FM-1246|LEOPARDS,3794,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=clutch,toyota,delivered,delivery,order,review,shipped,tracking"
email,19e849773712523b,2026-06-01T19:09:36Z,project_update,shipment_update,PakWheels,Your shipment is on the way — Track your order #1076462,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Great news! Your Order #1076462 placed on 29 May 2026 at 16:38 has been shipped and is now on its way to you. We appreciate your trust in PakWheels AutoStore and hope you enjoy your purchase! 📦 Shipment De",KI7535715250|FM-1246|LEOPARDS,3794,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=clutch,toyota,delivered,delivery,order,review,shipped,tracking"
email,19e85b0249b4420d,2026-06-02T00:16:09Z,project_update,order_quote_tracking,Alibaba,universal ac kit for car: we notice that you viewed this last week,Now available at lower prices—Secure bulk orders ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=ac,toyota,delivery"
email,19e868d88f131e0b,2026-06-02T04:18:02Z,project_update,order_quote_tracking,Brighto Paints | Pakistan's 1st Multinational Paint Company,Complete your Purchase,"You left an item in your cart Brighto Paints | Pakistan's 1st Multinational Paint Company ----------------------------- You left an item in your cart ----------------------------- Hi David, you added an item to your shopping cart and haven't completed your pur",HWNCRKZHZXONQRRPX2Y3BJF9|AC41-4EA8-8D5B-CBAEE5CC9D6A,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=ac,paint"
email,19e87bc4572184a6,2026-06-02T09:48:41Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 243954390480938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 243954390480938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",243954390480938,2190,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=paint,daraz,delivered,delivery,invoice,order,paid,payment,review"
