channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19e685f99455dfd8,2026-05-27T07:39:14Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e69ccb0f5b06fc,2026-05-27T14:18:01Z,project_update,order_quote_tracking,Brighto Paints | Pakistan's 1st Multinational Paint Company,Complete your Purchase,"You left an item in your cart Brighto Paints | Pakistan's 1st Multinational Paint Company ----------------------------- You left an item in your cart ----------------------------- Hi David, you added an item to your shopping cart and haven't completed your pur",HWNCEBU07BBXG0XHZEEQQXLY|BB12-B5E0E2D6B4E7,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=ac,paint"
email,19e69fb9c780e3c9,2026-05-27T15:08:54Z,product,order_quote_tracking,Aliexpress,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 27 2026, 08:08 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 3,072.15 Date : 29-05-26 at : ALIEXPRESS.COM. Don't miss out on the latest Standard Ch",,3072,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress
email,19e69febe5ca7e55,2026-05-27T15:12:16Z,product,order_quote_tracking,Daraz,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 27 2026, 08:12 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 1,354.00 Date : 29-05-26 at : Daraz. Don't miss out on the latest Standard Chartered p",,1354,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz
email,19e69fe615478540,2026-05-27T15:12:17Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243775543180938 is confirmed!","Yay, your Order #243775543180938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243775543180938 on 27 May 2026 23:11. We're excited for you to rece",243775543180938,1354,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e69fea16f42834,2026-05-27T15:12:33Z,supplier_communication,order_quote_tracking,Aliexpress,Order 3073111533377489: order confirmed,"96 We're getting your order ready ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Hi UK shopper , Your order 307311153",3073111533377489,3072,order_or_project_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress,confirmed,order"
email,19e6a0072d6b41d7,2026-05-27T15:13:59Z,product,order_quote_tracking,Toolsmart,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 27 2026, 08:13 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 24,320.00 Date : 29-05-26 at : Toolsmart. Don't miss out on the latest Standard Charte",,24320,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart
email,19e6a00106af752c,2026-05-27T15:14:09Z,supplier_communication,shipment_update,Toolsmart.Pk,Order #TM25805 confirmed,"Thank you for your purchase! ToolsMart.pk Order #TM25805 ---------------------------- Thank you for your purchase! ---------------------------- Hi David, We have received your order. Your order is being processed, You will receive a confirmation call from our ",TM25805|CCAB7AFB6654|DCAD8271-1E0D-467A-BF0C-585617DD4812,24320,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=hose,toolsmart,toolsmart.pk,confirmation,confirmed,order,shipped"
email,19e6a718ccca0dac,2026-05-27T17:18:02Z,project_update,order_quote_tracking,Alibaba Remind,Price drop on items you viewed,"Take another look: Original Quality and Full-Size Classic Car Body Shell Assemblies for Sale, Compatible with 1983 Ae86 Sprinter Trueno ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ",,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=toyota,delivery"
email,19e6b0c790c20514,2026-05-27T20:07:18Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 242695068680938 is confirmed!","Yay, your Order #242695068680938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 242695068680938 on 28 May 2026 04:06. We're excited for you to rece",242695068680938,3194,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e6d85daf2c9f80,2026-05-28T07:39:07Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e6dce9bfe63cf4,2026-05-28T08:58:32Z,project_update,order_quote_tracking,Alibaba,"Hi David, your next sourcing find",Picked from products viewed: OE Quality China Origin Manufacturer Car Spare Parts Car Whole Body Cab Tub for TO-YOTA Land Cruiser FJ40 BJ40 FJ45 BJ45 ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=fj40,land cruiser,suspension,delivery"
email,19e6ec222a5e1fba,2026-05-28T13:24:35Z,project_update,order_quote_tracking,Aliexpress,"Good choice, your faves await!",96 Pick up where you left off ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Rear Wheel Right Brake Cylinder Assy for,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,toyota,aliexpress"
email,19e70208764d0d5a,2026-05-28T19:47:18Z,supplier_communication,order_quote_tracking,Aliexpress,Package PK015448775R has an update,96 Latest status from departure country ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Update from departure country ,PK015448775R,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress,delivery"
email,19e702093b67daca,2026-05-28T19:47:22Z,supplier_communication,shipment_update,Aliexpress,Order 3073111533377489: order shipped,"96 Track your order ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Hi UK shopper , Your order 3073111533377489 has sh",3073111533377489,3072,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress,order,shipped,tracking"
email,19e70b7a8a86239f,2026-05-28T22:32:21Z,project_update,order_quote_tracking,Alibaba Remind,Price drop on items you viewed,"Take another look: Original Quality and Full-Size Classic Car Body Shell Assemblies for Sale, Compatible with 1983 Ae86 Sprinter Trueno ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ",,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=fj40,toyota,delivery"
email,19e72abf75f9e38a,2026-05-29T07:38:51Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e738813f17b21a,2026-05-29T11:39:16Z,project_update,shipment_update,PakWheels,PakWheels AUTOSTORE Order # 1076462 is Confirmed!,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Thank you for your recent purchase from PakWheels.com! We have received your Order #1076462 on 29 May 2026 16:38 . We’re getting your order ready and will let you know once it’s on the way. We hope you enj",FM-1246,3794,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=clutch,toyota,confirmed,delivered,delivery,order,review,shipped"
