channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19ec97a2b8505ab1,2026-06-15T04:10:44Z,product,order_quote_tracking,Daraz,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts June 15 2026, 09:10 AM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 4,963.00 Date : 15-06-26 at : Daraz. Don't miss out on the latest Standard Chartered ",,4963,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz
email,19ec97994f0887d5,2026-06-15T04:10:47Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243618635980938 is confirmed!","Yay, your Order #243618635980938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243618635980938 on 15 June 2026 12:09. We're excited for you to rec",243618635980938,3811,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=paint,daraz,confirmed,delivered,delivery,order,paid,payment"
email,19ec979956746435,2026-06-15T04:10:47Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243618635680938 is confirmed!","Yay, your Order #243618635680938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243618635680938 on 15 June 2026 12:09. We're excited for you to rec",243618635680938,1152,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19eca370412e0859,2026-06-15T07:37:42Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19ecb22d0f0177fb,2026-06-15T11:55:14Z,product,order_quote_tracking,Aliexpress,The hottest fitness items RN,"96 4 fitness fans have already saved ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ On sale now PKR2,605 PKR5,209 | -",PKR834|PKR724,3458312,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress
email,19ecb47698ef6735,2026-06-15T12:35:14Z,supplier_communication,shipment_update,Aliexpress,Order 3074405027177489: order shipped,"96 Track your order ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Hi UK shopper , Your order 3074405027177489 has sh",3074405027177489,2960,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress,order,shipped,tracking"
email,19ecbe8ae0788816,2026-06-15T15:31:23Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about LICOTA MADE IN TAIWAN PU HOSE ROLL 9M W/ NITTO TYPE QUICK COUPLER","Let us know what you think about order #TM25805. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 13 days ago and would love to get your feedback. What do you think about LICOTA MADE IN TAIWAN PU HOSE ROLL 9M W/ NITTO TYPE Q",TM25805,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=hose,toolsmart,toolsmart.pk,feedback,order,review"
email,19ecc9e26f58d623,2026-06-15T18:49:01Z,product,order_quote_tracking,Daraz,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts June 15 2026, 11:49 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 4,054.00 Date : 15-06-26 at : Daraz. Don't miss out on the latest Standard Chartered ",,4054,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz
email,19ecc9dabda51899,2026-06-15T18:49:04Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 244793706080938 is confirmed!","Yay, your Order #244793706080938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 244793706080938 on 16 June 2026 02:47. We're excited for you to rec",244793706080938,446,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=connector,daraz,confirmed,delivered,delivery,order,paid,payment"
email,19ecc9dad19b83e9,2026-06-15T18:49:04Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 244793706280938 is confirmed!","Yay, your Order #244793706280938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 244793706280938 on 16 June 2026 02:47. We're excited for you to rec",244793706280938,3610,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=connector,daraz,confirmed,delivered,delivery,order,paid,payment"
