channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19e72abf75f9e38a,2026-05-29T07:38:51Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e738813f17b21a,2026-05-29T11:39:16Z,project_update,shipment_update,PakWheels,PakWheels AUTOSTORE Order # 1076462 is Confirmed!,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Thank you for your recent purchase from PakWheels.com! We have received your Order #1076462 on 29 May 2026 16:38 . We’re getting your order ready and will let you know once it’s on the way. We hope you enj",FM-1246,3794,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=clutch,toyota,confirmed,delivered,delivery,order,review,shipped"
email,19e7438814e99398,2026-05-29T14:50:02Z,product,order_quote_tracking,Autohub,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 29 2026, 07:50 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 12,499.00 Date : 29-05-26 at : APG*autohub.pk. Don't miss out on the latest Standard C",,12499,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=autohub
email,19e7436f18d47b7c,2026-05-29T14:50:16Z,supplier_communication,order_quote_tracking,Autohub,Order 1762694 confirmed,HOME ( http://autohub.pk/?syclid=27880c6c-9fce-46e8-8833-91807c2ebe71 ) FEATURED ( http://autohub.pk/collections/featured?syclid=56245ae4-e259-4a2c-8dab-0ec729000c9c ) Thanks for your purchase! ------------------------- This email is just to confirm your order,1762694,12499,order_or_project_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=autohub,confirmed,delivered,order"
email,19e74aaa88ae80fe,2026-05-29T16:56:39Z,product,order_quote_tracking,Aliexpress,"Up to 5% OFF Turbos, Nitrous, Superchargers","96 Your weekly picks ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ . -46% PKR1,225 PKR662 . . -25% PKR17,683 PKR13,2",PKR662,80736,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress
email,19e7530548752b3f,2026-05-29T19:21:54Z,product,order_quote_tracking,Daraz,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 30 2026, 12:21 AM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 16,944.00 Date : 30-05-26 at : Daraz. Don't miss out on the latest Standard Chartered ",,16944,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz
email,19e7532a8c62e1fe,2026-05-29T19:25:13Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243852333280938 is confirmed!","Yay, your Order #243852333280938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243852333280938 on 30 May 2026 03:20. We're excited for you to rece",243852333280938,16944,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e75b3b03a87979,2026-05-29T21:46:06Z,project_update,order_quote_tracking,Alibaba,bmw f30 headlights: samples available,Enjoy small sample orders for peace of mind ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=toyota,delivery"
email,19e75dc85d82eb29,2026-05-29T22:30:42Z,project_update,order_quote_tracking,Alibaba Remind,Price drop on items you viewed,"Take another look: Original Quality and Full-Size Classic Car Body Shell Assemblies for Sale, Compatible with 1983 Ae86 Sprinter Trueno ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ",,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=fj40,toyota,delivery"
email,19e7622a000beede,2026-05-29T23:47:17Z,project_update,post_purchase_feedback,feedback@service.alibaba.com,New seller message on 2026.05.29 07 PM,"💬 [New message] Tiffany Lin: Could you let me know your preferred delivery terms and how many units you'd like? That way, I can better help with shipping to Pakistan. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌",,0,feedback_requested,no,"Imported by Gmail MCP; reason=project_order_signal; hits=evaporator,delivery,feedback"
email,19e76240ad0d5bc6,2026-05-29T23:48:50Z,project_update,shipment_update,Alibaba,【Notification】The progress of your Trade Assurance order 302575831501027345 has changed,"【Notification】The progress of your Trade Assurance order 302575831501027345 has changed Hi David Pridmore, The progress of your Trade Assurance order 302575831501027345 has changed. Click to view order details. View order details Total USD 45.00 Order date 202",302575831501027345,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=evaporator,delivery,order,payment"
email,19e775185dba73ab,2026-05-30T05:18:07Z,project_update,order_quote_tracking,Alibaba,dodge charger front bumper: request a sample today,Get a sample before you commit ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,SCS009,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=toyota,delivery,order"
