channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19e58ebad8349a2b,2026-05-24T07:38:19Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e5dc7a17419c72,2026-05-25T06:17:02Z,product,order_quote_tracking,Aliexpress,Wait for it... 5% off tech gadgets!,"96 Don't miss out on these hot tech deals ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ . -42% PKR2,689 PKR1,558 . .",PKR409|PKR782|PKR431|PKR668|PKR564,27283,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress
email,19e5e12944ac7b38,2026-05-25T07:38:54Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e5e217925bd4c7,2026-05-25T07:55:11Z,project_update,shipment_update,PakWheels,PakWheels AUTOSTORE Order # 1075298 is Confirmed!,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Thank you for your recent purchase from PakWheels.com! We have received your Order #1075298 on 25 May 2026 01:53 . We’re getting your order ready and will let you know once it’s on the way. We hope you enj",FM-1246|UFM-1041,30190,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,clutch,fj40,land cruiser,toyota,confirmed,delivered,delivery,order,review,shipped"
email,19e5e241f244eee6,2026-05-25T07:58:04Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243701549680938 is confirmed!","Yay, your Order #243701549680938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243701549680938 on 25 May 2026 15:57. We're excited for you to rece",243701549680938,5795,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=brake,fj40,land cruiser,toyota,daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e5e24ab832b0b7,2026-05-25T07:58:15Z,product,order_quote_tracking,Daraz,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 25 2026, 12:58 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 5,795.00 Date : 25-05-26 at : Daraz. Don't miss out on the latest Standard Chartered p",,5795,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz
email,19e5e7a85fbecca4,2026-05-25T09:32:27Z,supplier_communication,shipment_update,Mtl Parts,Fwd: Your MTL PARTS order has been received!,"---------- Forwarded message --------- From: David Pridmore <pridmoredave@gmail.com> Date: Fri, May 8, 2026 at 3:29 PM Subject: Re: Your MTL PARTS order has been received! To: MTL PARTS <ithelpdesk@millat.com.pk> Hi, The orders #38902 and #38903 have been paid",,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=millat,mtl parts,dispatch,order,paid,payment"
email,19e5ea23342cd9ed,2026-05-25T10:15:47Z,project_update,shipment_update,PakWheels,PakWheels AUTOSTORE Order # 1075421 is Confirmed!,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Thank you for your recent purchase from PakWheels.com! We have received your Order #1075421 on 25 May 2026 15:13 . We’re getting your order ready and will let you know once it’s on the way. We hope you enj",UFM-1041,19706,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,fj40,land cruiser,toyota,confirmed,delivered,delivery,order,review,shipped"
email,19e62e9a3453df47,2026-05-26T06:12:15Z,project_update,order_quote_tracking,Alibaba,bmw f30 headlights: we notice that you viewed this last week,Now available at lower prices—Secure bulk orders ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=chassis,land cruiser,toyota,delivery"
email,19e633898e4dfda1,2026-05-26T07:38:32Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
